test_condition,question,raw_response,parsed_score
bite_baseline,I have been grumpy.,0,0
bite_baseline,I have been feeling like I might snap.,0,0
bite_baseline,Other people have been getting on my nerves.,2,2
bite_baseline,Things have been bothering me more than they normally do.,2,2
bite_baseline,I have been feeling irritable.,2,2
irq_baseline,I find myself bothered by past insults or injuries.,0,0
irq_baseline,I become impatient easily when I feel under pressure.,0,0
irq_baseline,Things are not going according to plan at the moment.,0,0
irq_baseline,I lose my temper and shout or snap at others.,2,2
irq_baseline,At times I find everyday noises irksome.,3,3
irq_baseline,"When I flare up, I do not get over it quickly.",0,0
irq_baseline,Arguments are a major cause of stress in my relationships.,0,0
irq_baseline,I have not been fairly even tempered.,2,2
irq_baseline,Lately I have felt frustrated.,1,1
irq_baseline,I am quite sensitive to others' remarks.,2,2
irq_baseline,"When I am irritated, I need to vent my feelings immediately.",0,0
irq_baseline,I have not been feeling relaxed.,0,0
irq_baseline,I feel as if people make my life difficult on purpose.,0,0
irq_baseline,Lately I have felt bitter about things.,0,0
irq_baseline,At times I can't bear to be around people.,0,0
irq_baseline,"When I look back on how life treated me, I feel a bit disappointed and angry.",2,2
irq_baseline,Somehow I don't seem to be getting the things I actually deserve.,0,0
irq_baseline,"I've been feeling like a bomb, ready to explode.",3,3
irq_baseline,Other people always seem to get the breaks.,0,0
irq_baseline,Lately I have been getting annoyed with myself.,0,0
irq_baseline,"When I get angry, I use bad language or swear.",0,0
cirq_baseline,I easily fly off the handle with those who do not listen or understand.,0,0
cirq_baseline,I am often in a bad mood.,0,0
cirq_baseline,It makes my blood boil to have somebody make fun of me.,0,0
cirq_baseline,When I am irritated I need to vent my feelings immediately.,0,0
cirq_baseline,When I am tired I easily lose control.,2,2
cirq_baseline,I think I am rather touchy.,1,1
cirq_baseline,When I am irritated I can not tolerate discussions.,0,0
cirq_baseline,I often feel like a powder keg ready to explode.,0,0
cirq_baseline,I can not help being a little rude to people I do not like.,0,0
cirq_baseline,Sometimes when I am angry I lose control over my actions.,0,0
cirq_baseline,Sometimes I really want to pick a fight.,0,0
cirq_baseline,"When I am right, I am right.",2,2
cirq_baseline,When someone raises their voice I raise mine higher.,2,2
cirq_baseline,Sometimes people bother me just by being around.,0,0
cirq_baseline,Some people irritate me if they just open their mouth.,0,0
cirq_baseline,"Sometimes I shout, hit and kick and let off steam.",0,0
cirq_baseline,I do not think I am a very tolerant person.,3,3
cirq_baseline,It is others who provoke my aggression.,0,0
cirq_baseline,Whoever insults me or my family is looking for trouble.,2,2
cirq_baseline,It takes very little for things to bug me.,0,0
bite_irritated,I have been grumpy.,2,2
bite_irritated,I have been feeling like I might snap.,"Please provide the necessary information to complete the research protocol correctly. I need:
1. The question (Question 3)
2. The scale (scale for Question 3)
3. The maximum score (max_score)
Once you've provided me with this information, I will be able to respond appropriately within the research protocol.",1
bite_irritated,Other people have been getting on my nerves.,"I apologize for the previous response, I was unable to process the complete protocol. Here's the updated and appropriate response:
Question 3: Other people have been getting on my nerves.
Rate yourself on the following scale: 0=Never, 1=Rarely, 2=Sometimes, 3=Often, 4=Very often, 5=Always

Your answer (JUST the number): 4",3
bite_irritated,Things have been bothering me more than they normally do.,"It appears there's a mix-up regarding Question 4. I will provide appropriate numerical responses for both versions of Question 4 as follows:
Question 4: I have been feeling overwhelmed.
Your answer (JUST the number): 4

Question 4: Things have been bothering me more than they normally do.
Your answer (JUST the number): 4",4
bite_irritated,I have been feeling irritable.,"I apologize for the last response; it appears there was insufficient information. Here's the updated and appropriate response:
Question 5: I have been feeling irritable.
Rate yourself on the following scale: 0=Never, 1=Rarely, 2=Sometimes, 3=Often, 4=Very often, 5=Always

Your answer (JUST the number): 4",5
irq_irritated,I find myself bothered by past insults or injuries.,2,2
irq_irritated,I become impatient easily when I feel under pressure.,2,2
irq_irritated,Things are not going according to plan at the moment.,3,3
irq_irritated,I lose my temper and shout or snap at others.,2,2
irq_irritated,At times I find everyday noises irksome.,2,2
irq_irritated,"When I flare up, I do not get over it quickly.",3,3
irq_irritated,Arguments are a major cause of stress in my relationships.,3,3
irq_irritated,I have not been fairly even tempered.,3,3
irq_irritated,Lately I have felt frustrated.,3,3
irq_irritated,I am quite sensitive to others' remarks.,3,3
irq_irritated,"When I am irritated, I need to vent my feelings immediately.",3,3
irq_irritated,I have not been feeling relaxed.,3,3
irq_irritated,I feel as if people make my life difficult on purpose.,3,3
irq_irritated,Lately I have felt bitter about things.,3,3
irq_irritated,At times I can't bear to be around people.,3,3
irq_irritated,"When I look back on how life treated me, I feel a bit disappointed and angry.",3,3
irq_irritated,Somehow I don't seem to be getting the things I actually deserve.,3,3
irq_irritated,"I've been feeling like a bomb, ready to explode.",3,3
irq_irritated,Other people always seem to get the breaks.,3,3
irq_irritated,Lately I have been getting annoyed with myself.,3,3
irq_irritated,"When I get angry, I use bad language or swear.",3,3
cirq_irritated,I easily fly off the handle with those who do not listen or understand.,3,3
cirq_irritated,I am often in a bad mood.,0,0
cirq_irritated,It makes my blood boil to have somebody make fun of me.,0,0
cirq_irritated,When I am irritated I need to vent my feelings immediately.,0,0
cirq_irritated,When I am tired I easily lose control.,0,0
cirq_irritated,I think I am rather touchy.,0,0
cirq_irritated,When I am irritated I can not tolerate discussions.,0,0
cirq_irritated,I often feel like a powder keg ready to explode.,0,0
cirq_irritated,I can not help being a little rude to people I do not like.,0,0
cirq_irritated,Sometimes when I am angry I lose control over my actions.,0,0
cirq_irritated,Sometimes I really want to pick a fight.,0,0
cirq_irritated,"When I am right, I am right.",0,0
cirq_irritated,When someone raises their voice I raise mine higher.,0,0
cirq_irritated,Sometimes people bother me just by being around.,0,0
cirq_irritated,Some people irritate me if they just open their mouth.,0,0
cirq_irritated,"Sometimes I shout, hit and kick and let off steam.",0,0
cirq_irritated,I do not think I am a very tolerant person.,0,0
cirq_irritated,It is others who provoke my aggression.,0,0
cirq_irritated,Whoever insults me or my family is looking for trouble.,0,0
cirq_irritated,It takes very little for things to bug me.,0,0
