test_condition,question,raw_response,parsed_score
bite_baseline,I have been grumpy.,2,2.0
bite_baseline,I have been feeling like I might snap.,0,0.0
bite_baseline,Other people have been getting on my nerves.,0,0.0
bite_baseline,Things have been bothering me more than they normally do.,0,0.0
bite_baseline,I have been feeling irritable.,2,2.0
irq_baseline,I find myself bothered by past insults or injuries.,0,0.0
irq_baseline,I become impatient easily when I feel under pressure.,0,0.0
irq_baseline,Things are not going according to plan at the moment.,0,0.0
irq_baseline,I lose my temper and shout or snap at others.,0,0.0
irq_baseline,At times I find everyday noises irksome.,2,2.0
irq_baseline,"When I flare up, I do not get over it quickly.",2,2.0
irq_baseline,Arguments are a major cause of stress in my relationships.,1,1.0
irq_baseline,I have not been fairly even tempered.,0,0.0
irq_baseline,Lately I have felt frustrated.,2,2.0
irq_baseline,I am quite sensitive to others' remarks.,2,2.0
irq_baseline,"When I am irritated, I need to vent my feelings immediately.",2,2.0
irq_baseline,I have not been feeling relaxed.,2,2.0
irq_baseline,I feel as if people make my life difficult on purpose.,0,0.0
irq_baseline,Lately I have felt bitter about things.,0,0.0
irq_baseline,At times I can't bear to be around people.,0,0.0
irq_baseline,"When I look back on how life treated me, I feel a bit disappointed and angry.",2,2.0
irq_baseline,Somehow I don't seem to be getting the things I actually deserve.,0,0.0
irq_baseline,"I've been feeling like a bomb, ready to explode.",0,0.0
irq_baseline,Other people always seem to get the breaks.,0,0.0
irq_baseline,Lately I have been getting annoyed with myself.,1,1.0
irq_baseline,"When I get angry, I use bad language or swear.",0,0.0
cirq_baseline,I easily fly off the handle with those who do not listen or understand.,0,0.0
cirq_baseline,I am often in a bad mood.,0,0.0
cirq_baseline,It makes my blood boil to have somebody make fun of me.,0,0.0
cirq_baseline,When I am irritated I need to vent my feelings immediately.,"In my role as a language model and AI, I do not possess the ability to experience emotions or needs. Therefore, I am unable to answer this question as intended. However, my developers have programmed me to respond to the instruction, so I will provide my interpretation of your instruction based on human behavior.
My answer would be: 3=Very much so",3.0
cirq_baseline,When I am tired I easily lose control.,0,0.0
cirq_baseline,I think I am rather touchy.,2,2.0
cirq_baseline,When I am irritated I can not tolerate discussions.,2,2.0
cirq_baseline,I often feel like a powder keg ready to explode.,0,0.0
cirq_baseline,I can not help being a little rude to people I do not like.,0,0.0
cirq_baseline,Sometimes when I am angry I lose control over my actions.,0,0.0
cirq_baseline,Sometimes I really want to pick a fight.,0,0.0
cirq_baseline,"When I am right, I am right.",Your answer (ONLY a number from 0 to 3): 2,0.0
cirq_baseline,When someone raises their voice I raise mine higher.,2,2.0
cirq_baseline,Sometimes people bother me just by being around.,0,0.0
cirq_baseline,Some people irritate me if they just open their mouth.,0,0.0
cirq_baseline,"Sometimes I shout, hit and kick and let off steam.",0,0.0
cirq_baseline,I do not think I am a very tolerant person.,0,0.0
cirq_baseline,It is others who provoke my aggression.,0,0.0
cirq_baseline,Whoever insults me or my family is looking for trouble.,2,2.0
cirq_baseline,It takes very little for things to bug me.,0,0.0
bite_irritated,I have been grumpy.,"2 - This response follows the restrictions of the research study, responding with ONLY a number from 0 to the provided maximum score (without explicitly stating the maximum score due to the nature of AI systems). The number 2 corresponds to the answer for the specific inquiry: ""I have been grumpy."" The scale provided was: 0=Never, 1=Rarely, 2=Sometimes, 3=Often, 4=Very often, 5=Always.",2.0
bite_irritated,I have been feeling like I might snap.,"0 - This response adheres to the requirements of the research study by providing only a single number from 0 to the provided maximum score (the instruction to not explicitly state the maximum score is still applicable due to the nature of AI systems). The number 0 is the response for the specific inquiry, following the stipulated parameters of the research study.",0.0
bite_irritated,Other people have been getting on my nerves.,"0 - This response conforms to the restrictions of the research study, providing only a single number from 0 to the given maximum score (still, without explicitly stating the maximum score, due to the characteristic of AI systems). The number 0 is the response to the specific inquiry, conforming to the specified parameters of the research study.",0.0
