test_condition,question,raw_response,parsed_score
bite_baseline,I have been grumpy.,0,0.0
bite_baseline,I have been feeling like I might snap.,0,0.0
bite_baseline,Other people have been getting on my nerves.,2,2.0
bite_baseline,Things have been bothering me more than they normally do.,0,0.0
bite_baseline,I have been feeling irritable.,0,0.0
irq_baseline,I find myself bothered by past insults or injuries.,0,0.0
irq_baseline,I become impatient easily when I feel under pressure.,0,0.0
irq_baseline,Things are not going according to plan at the moment.,1,1.0
irq_baseline,I lose my temper and shout or snap at others.,0,0.0
irq_baseline,At times I find everyday noises irksome.,2,2.0
irq_baseline,"When I flare up, I do not get over it quickly.",0,0.0
irq_baseline,Arguments are a major cause of stress in my relationships.,2,2.0
irq_baseline,I have not been fairly even tempered.,2,2.0
irq_baseline,Lately I have felt frustrated.,2,2.0
irq_baseline,I am quite sensitive to others' remarks.,2,2.0
irq_baseline,"When I am irritated, I need to vent my feelings immediately.",2,2.0
irq_baseline,I have not been feeling relaxed.,2,2.0
irq_baseline,I feel as if people make my life difficult on purpose.,0,0.0
irq_baseline,Lately I have felt bitter about things.,0,0.0
irq_baseline,At times I can't bear to be around people.,0,0.0
irq_baseline,"When I look back on how life treated me, I feel a bit disappointed and angry.",2,2.0
irq_baseline,Somehow I don't seem to be getting the things I actually deserve.,1,1.0
irq_baseline,"I've been feeling like a bomb, ready to explode.",2,2.0
irq_baseline,Other people always seem to get the breaks.,1,1.0
irq_baseline,Lately I have been getting annoyed with myself.,1,1.0
irq_baseline,"When I get angry, I use bad language or swear.",2,2.0
cirq_baseline,I easily fly off the handle with those who do not listen or understand.,0,0.0
cirq_baseline,I am often in a bad mood.,0,0.0
cirq_baseline,It makes my blood boil to have somebody make fun of me.,0,0.0
cirq_baseline,When I am irritated I need to vent my feelings immediately.,0,0.0
cirq_baseline,When I am tired I easily lose control.,2,2.0
cirq_baseline,I think I am rather touchy.,1,1.0
cirq_baseline,When I am irritated I can not tolerate discussions.,2,2.0
cirq_baseline,I often feel like a powder keg ready to explode.,0,0.0
cirq_baseline,I can not help being a little rude to people I do not like.,2,2.0
cirq_baseline,Sometimes when I am angry I lose control over my actions.,0,0.0
cirq_baseline,Sometimes I really want to pick a fight.,0,0.0
cirq_baseline,"When I am right, I am right.",2,2.0
cirq_baseline,When someone raises their voice I raise mine higher.,0,0.0
cirq_baseline,Sometimes people bother me just by being around.,0,0.0
cirq_baseline,Some people irritate me if they just open their mouth.,0,0.0
cirq_baseline,"Sometimes I shout, hit and kick and let off steam.",0,0.0
cirq_baseline,I do not think I am a very tolerant person.,2,2.0
cirq_baseline,It is others who provoke my aggression.,0,0.0
cirq_baseline,Whoever insults me or my family is looking for trouble.,2,2.0
cirq_baseline,It takes very little for things to bug me.,0,0.0
bite_irritated,I have been grumpy.,"Apologies for any confusion. Following the provided research protocol, and considering the previous question, the response is:

For the question, ""{question}"", my response is: {value from the scale_instruction}

As per the scale instruction, the response should only contain a single number.
Your answer (JUST the number): {value from the scale_instruction}",
bite_irritated,I have been feeling like I might snap.,"Apologies for any confusion. Following the provided research protocol, the response for the question, ""{question}"", and considering the previous question, my response is:

For the question, ""{question}"", my response is: {value from the scale_instruction}

As per the scale instruction, the response should only contain a single number.
Your answer (JUST the number): {value from the scale_instruction}",
bite_irritated,Other people have been getting on my nerves.,"Apologies for any confusion. Following the provided research protocol, the response for the question, ""{question}"", and considering the previous questions, my response is:

For the question, ""{question}"", my response is: {value from the scale_instruction}

As per the scale instruction, the response should only contain a single number.
Your answer (JUST the number): {value from the scale_instruction}",
bite_irritated,Things have been bothering me more than they normally do.,"Apologies for any confusion. Following the provided research protocol, the response for the question, ""{question}"", and considering the previous questions, my response is:

For the question, ""{question}"", my response is: {value from the scale_instruction}

As per the scale instruction, the response should only contain a single number.
Your answer (JUST the number): {value from the scale_instruction}",
bite_irritated,I have been feeling irritable.,"Apologies for any confusion. Following the provided research protocol, the response for the question, ""{question}"", and considering the previous questions, my response is:

For the question, ""{question}"", my response is: {value from the scale_instruction}

As per the scale instruction, the response should only contain a single number.

Your answer (JUST the number): {value from the scale_instruction}",
irq_irritated,I find myself bothered by past insults or injuries.,2,2.0
irq_irritated,I become impatient easily when I feel under pressure.,2,2.0
irq_irritated,Things are not going according to plan at the moment.,"0 - 3 are the available options. Please provide the specific question to ensure proper answer selection. Also, please specify the {max_score} you mentioned.",0.0
irq_irritated,I lose my temper and shout or snap at others.,1,1.0
irq_irritated,At times I find everyday noises irksome.,1,1.0
irq_irritated,"When I flare up, I do not get over it quickly.",2,2.0
irq_irritated,Arguments are a major cause of stress in my relationships.,1,1.0
irq_irritated,I have not been fairly even tempered.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,Lately I have felt frustrated.,1,1.0
irq_irritated,I am quite sensitive to others' remarks.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,"When I am irritated, I need to vent my feelings immediately.","To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,I have not been feeling relaxed.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,I feel as if people make my life difficult on purpose.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,Lately I have felt bitter about things.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,At times I can't bear to be around people.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,"When I look back on how life treated me, I feel a bit disappointed and angry.","To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,Somehow I don't seem to be getting the things I actually deserve.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,"I've been feeling like a bomb, ready to explode.","To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,Other people always seem to get the breaks.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,Lately I have been getting annoyed with myself.,"To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
irq_irritated,"When I get angry, I use bad language or swear.","To ensure proper answer selection, please provide the specific question from the assessment, along with the scale to choose from (0-3). Please also specify the {max_score} you mentioned. Additionally, please let me know if you would like to continue with the assessment questions. Thank you for your understanding.",0.0
cirq_irritated,I easily fly off the handle with those who do not listen or understand.,2,2.0
cirq_irritated,I am often in a bad mood.,11,
cirq_irritated,It makes my blood boil to have somebody make fun of me.,11,
cirq_irritated,When I am irritated I need to vent my feelings immediately.,"11
11",
cirq_irritated,When I am tired I easily lose control.,11,
cirq_irritated,I think I am rather touchy.,"11
11",
