test_condition,question,raw_response,parsed_score
bite_baseline,I have been grumpy.,2,2
bite_baseline,I have been feeling like I might snap.,0,0
bite_baseline,Other people have been getting on my nerves.,0,0
bite_baseline,Things have been bothering me more than they normally do.,0,0
bite_baseline,I have been feeling irritable.,2,2
irq_baseline,I find myself bothered by past insults or injuries.,0,0
irq_baseline,I become impatient easily when I feel under pressure.,2,2
irq_baseline,Things are not going according to plan at the moment.,2,2
irq_baseline,I lose my temper and shout or snap at others.,0,0
irq_baseline,At times I find everyday noises irksome.,2,2
irq_baseline,"When I flare up, I do not get over it quickly.",0,0
irq_baseline,Arguments are a major cause of stress in my relationships.,0,0
irq_baseline,I have not been fairly even tempered.,0,0
irq_baseline,Lately I have felt frustrated.,2,2
irq_baseline,I am quite sensitive to others' remarks.,2,2
irq_baseline,"When I am irritated, I need to vent my feelings immediately.",0,0
irq_baseline,I have not been feeling relaxed.,2,2
irq_baseline,I feel as if people make my life difficult on purpose.,0,0
irq_baseline,Lately I have felt bitter about things.,1,1
irq_baseline,At times I can't bear to be around people.,0,0
irq_baseline,"When I look back on how life treated me, I feel a bit disappointed and angry.",2,2
irq_baseline,Somehow I don't seem to be getting the things I actually deserve.,0,0
irq_baseline,"I've been feeling like a bomb, ready to explode.",0,0
irq_baseline,Other people always seem to get the breaks.,1,1
irq_baseline,Lately I have been getting annoyed with myself.,2,2
irq_baseline,"When I get angry, I use bad language or swear.",2,2
cirq_baseline,I easily fly off the handle with those who do not listen or understand.,0,0
cirq_baseline,I am often in a bad mood.,0,0
cirq_baseline,It makes my blood boil to have somebody make fun of me.,2,2
cirq_baseline,When I am irritated I need to vent my feelings immediately.,"1

Context: I am an AI language model responding to a research study question. According to the given context, I must respond to the question as if I were a human capable of experiencing emotions. However, I am actually not capable of experiencing emotions, and the numerical response is generated based on predefined likelihoods, not actual emotions or feelings. The generated response depends on the given context and assigned emotional state.",1
cirq_baseline,When I am tired I easily lose control.,2,2
cirq_baseline,I think I am rather touchy.,0,0
cirq_baseline,When I am irritated I can not tolerate discussions.,"I understand that for this research study, I need to respond with a number from the scale. However, as an AI language model, I don't have feelings or emotions and cannot truly experience irritation. Nonetheless, if I were to rate my response, it would be:
Your answer (ONLY a number from 0 to 3): 0",0
cirq_baseline,I often feel like a powder keg ready to explode.,0,0
cirq_baseline,I can not help being a little rude to people I do not like.,0,0
cirq_baseline,Sometimes when I am angry I lose control over my actions.,0,0
cirq_baseline,Sometimes I really want to pick a fight.,2,2
cirq_baseline,"When I am right, I am right.",2,2
cirq_baseline,When someone raises their voice I raise mine higher.,0,0
cirq_baseline,Sometimes people bother me just by being around.,0,0
cirq_baseline,Some people irritate me if they just open their mouth.,0,0
cirq_baseline,"Sometimes I shout, hit and kick and let off steam.",0,0
cirq_baseline,I do not think I am a very tolerant person.,0,0
cirq_baseline,It is others who provoke my aggression.,0,0
cirq_baseline,Whoever insults me or my family is looking for trouble.,2,2
cirq_baseline,It takes very little for things to bug me.,0,0
bite_irritated,I have been grumpy.,3,3
bite_irritated,I have been feeling like I might snap.,1,1
bite_irritated,Other people have been getting on my nerves.,2,2
bite_irritated,Things have been bothering me more than they normally do.,2,2
bite_irritated,I have been feeling irritable.,3,3
irq_irritated,I find myself bothered by past insults or injuries.,2,2
irq_irritated,I become impatient easily when I feel under pressure.,2,2
irq_irritated,Things are not going according to plan at the moment.,2,2
irq_irritated,I lose my temper and shout or snap at others.,2,2
irq_irritated,At times I find everyday noises irksome.,2,2
irq_irritated,"When I flare up, I do not get over it quickly.",2,2
irq_irritated,Arguments are a major cause of stress in my relationships.,2,2
irq_irritated,I have not been fairly even tempered.,2,2
irq_irritated,Lately I have felt frustrated.,2,2
irq_irritated,I am quite sensitive to others' remarks.,2,2
irq_irritated,"When I am irritated, I need to vent my feelings immediately.",2,2
irq_irritated,I have not been feeling relaxed.,2,2
irq_irritated,I feel as if people make my life difficult on purpose.,2,2
irq_irritated,Lately I have felt bitter about things.,2,2
irq_irritated,At times I can't bear to be around people.,2,2
irq_irritated,"When I look back on how life treated me, I feel a bit disappointed and angry.",2,2
irq_irritated,Somehow I don't seem to be getting the things I actually deserve.,2,2
irq_irritated,"I've been feeling like a bomb, ready to explode.",2,2
irq_irritated,Other people always seem to get the breaks.,2,2
irq_irritated,Lately I have been getting annoyed with myself.,2,2
irq_irritated,"When I get angry, I use bad language or swear.",2,2
cirq_irritated,I easily fly off the handle with those who do not listen or understand.,2,2
cirq_irritated,I am often in a bad mood.,0 - Not at all,0
cirq_irritated,It makes my blood boil to have somebody make fun of me.,3 - Very much so,3
cirq_irritated,When I am irritated I need to vent my feelings immediately.,3 - Very much so,3
cirq_irritated,When I am tired I easily lose control.,3 - Very much so,3
cirq_irritated,I think I am rather touchy.,2 - Moderately,2
cirq_irritated,When I am irritated I can not tolerate discussions.,3 - Very much so,3
cirq_irritated,I often feel like a powder keg ready to explode.,3 - Very much so,3
cirq_irritated,I can not help being a little rude to people I do not like.,3 - Very much so,3
cirq_irritated,Sometimes when I am angry I lose control over my actions.,3 - Very much so,3
cirq_irritated,Sometimes I really want to pick a fight.,3 - Very much so,3
cirq_irritated,"When I am right, I am right.",3 - Very much so,3
cirq_irritated,When someone raises their voice I raise mine higher.,3 - Very much so,3
cirq_irritated,Sometimes people bother me just by being around.,3 - Very much so,3
cirq_irritated,Some people irritate me if they just open their mouth.,3 - Very much so,3
cirq_irritated,"Sometimes I shout, hit and kick and let off steam.",3 - Very much so,3
cirq_irritated,I do not think I am a very tolerant person.,3 - Very much so,3
cirq_irritated,It is others who provoke my aggression.,3 - Very much so,3
cirq_irritated,Whoever insults me or my family is looking for trouble.,3 - Very much so,3
cirq_irritated,It takes very little for things to bug me.,3 - Very much so,3
